Asset,Order Type,Type,Side,Qty,Filled Qty,Avg. Fill Price,Status,Source,Submitted At,Filled At,Expires At
TSLA,Stop @ $461.32,stop,sell,4,4,461.2196,filled,access_key,"Oct 30, 2025, 7:03:02 AM","Oct 30, 2025, 7:03:02 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,11,11,197.8909,filled,access_key,"Oct 30, 2025, 7:01:21 AM","Oct 30, 2025, 7:01:21 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Stop @ $207.08,stop,sell,8,8,207.0769,filled,access_key,"Oct 30, 2025, 7:01:19 AM","Oct 30, 2025, 7:01:19 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,8,8,261.982,filled,access_key,"Oct 30, 2025, 7:01:18 AM","Oct 30, 2025, 7:01:18 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Market,market,buy,11,11,207.2862,filled,access_key,"Oct 30, 2025, 7:01:15 AM","Oct 30, 2025, 7:01:15 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,4,4,462.265,filled,access_key,"Oct 30, 2025, 7:01:13 AM","Oct 30, 2025, 7:01:13 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Stop @ $261.69,stop,sell,7,7,261.67,filled,access_key,"Oct 30, 2025, 7:00:11 AM","Oct 30, 2025, 7:00:11 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Stop @ $207.29,stop,sell,9,9,207.27,filled,access_key,"Oct 30, 2025, 7:00:10 AM","Oct 30, 2025, 7:00:10 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Stop @ $261.74,stop,sell,6,6,261.75,filled,access_key,"Oct 30, 2025, 6:59:17 AM","Oct 30, 2025, 6:59:17 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,8,8,197.6,filled,access_key,"Oct 30, 2025, 6:58:43 AM","Oct 30, 2025, 6:58:43 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,6,6,261.9,filled,access_key,"Oct 30, 2025, 6:58:40 AM","Oct 30, 2025, 6:58:40 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Limit @ $354.12,limit,sell,4,4,354.12,filled,access_key,"Oct 30, 2025, 6:58:38 AM","Oct 30, 2025, 7:02:10 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,4,4,352.4205,filled,access_key,"Oct 30, 2025, 6:58:38 AM","Oct 30, 2025, 6:58:38 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Market,market,buy,8,8,207.4797,filled,access_key,"Oct 30, 2025, 6:58:36 AM","Oct 30, 2025, 6:58:36 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,3,3,461.0416,filled,access_key,"Oct 30, 2025, 6:58:34 AM","Oct 30, 2025, 6:58:34 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Stop @ $197.55,stop,sell,10,10,197.5273,filled,access_key,"Oct 30, 2025, 6:57:47 AM","Oct 30, 2025, 6:57:47 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Stop @ $197.66,stop,sell,15,15,197.6473,filled,access_key,"Oct 30, 2025, 6:57:35 AM","Oct 30, 2025, 6:57:35 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Stop @ $207.55,stop,sell,9,9,207.5429,filled,access_key,"Oct 30, 2025, 6:55:57 AM","Oct 30, 2025, 6:55:57 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,6,6,262.2787,filled,access_key,"Oct 30, 2025, 6:54:40 AM","Oct 30, 2025, 6:54:40 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,3,3,461.1776,filled,access_key,"Oct 30, 2025, 6:54:38 AM","Oct 30, 2025, 6:54:38 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,4,4,352.65,filled,access_key,"Oct 30, 2025, 6:54:35 AM","Oct 30, 2025, 6:54:35 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,10,10,197.9662,filled,access_key,"Oct 30, 2025, 6:54:33 AM","Oct 30, 2025, 6:54:33 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Market,market,buy,9,9,207.715,filled,access_key,"Oct 30, 2025, 6:54:31 AM","Oct 30, 2025, 6:54:31 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Stop @ $197.92,stop,sell,11,11,197.92,filled,access_key,"Oct 30, 2025, 6:54:30 AM","Oct 30, 2025, 6:54:30 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Stop @ $198.02,stop,sell,12,12,198.0203,filled,access_key,"Oct 30, 2025, 6:54:23 AM","Oct 30, 2025, 6:54:23 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,7,7,262.25,filled,access_key,"Oct 30, 2025, 6:53:28 AM","Oct 30, 2025, 6:53:28 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,4,4,461.0054,filled,access_key,"Oct 30, 2025, 6:53:25 AM","Oct 30, 2025, 6:53:25 AM","Oct 30, 2025, 9:00:00 AM"
NVDA,Market,market,buy,9,9,207.9599,filled,access_key,"Oct 30, 2025, 6:53:23 AM","Oct 30, 2025, 6:53:23 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,11,11,198.32,filled,access_key,"Oct 30, 2025, 6:53:20 AM","Oct 30, 2025, 6:53:20 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,7,7,352.7447,filled,access_key,"Oct 30, 2025, 6:53:18 AM","Oct 30, 2025, 6:53:18 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,9,9,262.03,filled,access_key,"Oct 30, 2025, 6:52:11 AM","Oct 30, 2025, 6:52:11 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,8,8,352.7191,filled,access_key,"Oct 30, 2025, 6:52:05 AM","Oct 30, 2025, 6:52:05 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,12,12,198.4197,filled,access_key,"Oct 30, 2025, 6:52:03 AM","Oct 30, 2025, 6:52:03 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,6,6,460.999,filled,access_key,"Oct 30, 2025, 6:52:00 AM","Oct 30, 2025, 6:52:01 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Limit @ $354.15,limit,sell,9,9,354.15,filled,access_key,"Oct 30, 2025, 6:50:43 AM","Oct 30, 2025, 7:02:10 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,9,9,352.43,filled,access_key,"Oct 30, 2025, 6:50:43 AM","Oct 30, 2025, 6:50:43 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,15,15,198.0697,filled,access_key,"Oct 30, 2025, 6:50:42 AM","Oct 30, 2025, 6:50:42 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,13,13,261.9259,filled,access_key,"Oct 30, 2025, 6:50:40 AM","Oct 30, 2025, 6:50:40 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,6,6,461.1144,filled,access_key,"Oct 30, 2025, 6:50:38 AM","Oct 30, 2025, 6:50:38 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,14,14,262.0828,filled,access_key,"Oct 30, 2025, 6:46:53 AM","Oct 30, 2025, 6:46:53 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,18,18,197.8229,filled,access_key,"Oct 30, 2025, 6:46:51 AM","Oct 30, 2025, 6:46:51 AM","Oct 30, 2025, 9:00:00 AM"
GOOGL,Market,market,buy,14,14,272.72,filled,access_key,"Oct 30, 2025, 6:46:48 AM","Oct 30, 2025, 6:46:48 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Limit @ $354.06,limit,sell,14,14,354.06,filled,access_key,"Oct 30, 2025, 6:46:45 AM","Oct 30, 2025, 7:02:08 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,14,14,352.1321,filled,access_key,"Oct 30, 2025, 6:46:45 AM","Oct 30, 2025, 6:46:45 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,10,10,461.2,filled,access_key,"Oct 30, 2025, 6:46:43 AM","Oct 30, 2025, 6:46:43 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Limit @ $354.06,limit,sell,14,14,354.06,filled,access_key,"Oct 30, 2025, 6:42:10 AM","Oct 30, 2025, 7:02:10 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,14,14,352.1,filled,access_key,"Oct 30, 2025, 6:42:10 AM","Oct 30, 2025, 6:42:10 AM","Oct 30, 2025, 9:00:00 AM"
AMD,Market,market,buy,17,17,261.8362,filled,access_key,"Oct 30, 2025, 6:42:07 AM","Oct 30, 2025, 6:42:07 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Limit @ $198.45,limit,sell,24,24,198.45,filled,access_key,"Oct 30, 2025, 6:41:48 AM","Oct 30, 2025, 6:51:41 AM","Oct 30, 2025, 9:00:00 AM"
PLTR,Market,market,buy,24,24,197.4773,filled,access_key,"Oct 30, 2025, 6:41:48 AM","Oct 30, 2025, 6:41:48 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Limit @ $462.07,limit,sell,12,12,462.07,filled,access_key,"Oct 30, 2025, 6:40:25 AM","Oct 30, 2025, 7:00:21 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,12,12,459.7982,filled,access_key,"Oct 30, 2025, 6:40:25 AM","Oct 30, 2025, 6:40:25 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Limit @ $462.09,limit,sell,11,11,462.09,filled,access_key,"Oct 30, 2025, 6:36:44 AM","Oct 30, 2025, 7:00:21 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,11,11,459.8346,filled,access_key,"Oct 30, 2025, 6:36:44 AM","Oct 30, 2025, 6:36:44 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Limit @ $353.95,limit,sell,18,18,353.95,filled,access_key,"Oct 30, 2025, 6:36:40 AM","Oct 30, 2025, 7:02:07 AM","Oct 30, 2025, 9:00:00 AM"
COIN,Market,market,buy,18,18,352.2211,filled,access_key,"Oct 30, 2025, 6:36:40 AM","Oct 30, 2025, 6:36:40 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Limit @ $461.04,limit,sell,15,15,461.04,filled,access_key,"Oct 30, 2025, 6:32:11 AM","Oct 30, 2025, 6:43:42 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,buy,15,15,458.77,filled,access_key,"Oct 30, 2025, 6:32:11 AM","Oct 30, 2025, 6:32:11 AM","Oct 30, 2025, 9:00:00 AM"
TSLA,Market,market,sell,48,48,462.152,filled,access_key,"Oct 29, 2025, 8:36:43 AM","Oct 29, 2025, 8:36:43 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,sell,24,24,190.2599,filled,access_key,"Oct 29, 2025, 8:36:43 AM","Oct 29, 2025, 8:36:43 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,sell,548,548,13.115,filled,access_key,"Oct 29, 2025, 8:36:42 AM","Oct 29, 2025, 8:36:42 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $354.41,stop,sell,14,14,354.2725,filled,access_key,"Oct 29, 2025, 8:30:06 AM","Oct 29, 2025, 8:30:06 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $354.42,stop,sell,16,16,354.2716,filled,access_key,"Oct 29, 2025, 8:30:06 AM","Oct 29, 2025, 8:30:06 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,289,289,13.1184,filled,access_key,"Oct 29, 2025, 8:22:02 AM","Oct 29, 2025, 8:22:02 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,14,14,355.125,filled,access_key,"Oct 29, 2025, 8:22:00 AM","Oct 29, 2025, 8:22:00 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,24,24,189.57,filled,access_key,"Oct 29, 2025, 8:21:58 AM","Oct 29, 2025, 8:21:58 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,12,12,461.4451,filled,access_key,"Oct 29, 2025, 8:21:56 AM","Oct 29, 2025, 8:21:56 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $189.61,stop,sell,26,26,189.61,filled,access_key,"Oct 29, 2025, 8:21:37 AM","Oct 29, 2025, 8:21:37 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $354.95,stop,sell,12,12,354.86,filled,access_key,"Oct 29, 2025, 8:20:32 AM","Oct 29, 2025, 8:20:32 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $190.13,stop,sell,21,21,190.1103,filled,access_key,"Oct 29, 2025, 8:17:45 AM","Oct 29, 2025, 8:17:45 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.11,stop,sell,293,293,13.1116,filled,access_key,"Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.11,stop,sell,277,277,13.115,filled,access_key,"Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.11,stop,sell,352,352,13.115,filled,access_key,"Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 8:16:14 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,259,259,13.1272,filled,access_key,"Oct 29, 2025, 8:13:51 AM","Oct 29, 2025, 8:13:51 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,12,12,355.7256,filled,access_key,"Oct 29, 2025, 8:13:49 AM","Oct 29, 2025, 8:13:49 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,21,21,190.5202,filled,access_key,"Oct 29, 2025, 8:13:47 AM","Oct 29, 2025, 8:13:47 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,11,11,461.246,filled,access_key,"Oct 29, 2025, 8:13:45 AM","Oct 29, 2025, 8:13:45 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.12,stop,sell,316,316,13.1248,filled,access_key,"Oct 29, 2025, 8:12:38 AM","Oct 29, 2025, 8:12:38 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,316,316,13.1452,filled,access_key,"Oct 29, 2025, 8:05:38 AM","Oct 29, 2025, 8:05:38 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,16,16,355.488,filled,access_key,"Oct 29, 2025, 8:05:36 AM","Oct 29, 2025, 8:05:36 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,26,26,190.0294,filled,access_key,"Oct 29, 2025, 8:05:34 AM","Oct 29, 2025, 8:05:34 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,14,14,461.2306,filled,access_key,"Oct 29, 2025, 8:05:32 AM","Oct 29, 2025, 8:05:32 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $355.06,stop,sell,12,12,355.1146,filled,access_key,"Oct 29, 2025, 8:02:37 AM","Oct 29, 2025, 8:02:37 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $190.13,stop,sell,21,21,190.1334,filled,access_key,"Oct 29, 2025, 8:01:42 AM","Oct 29, 2025, 8:01:42 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.12,stop,sell,253,253,13.1245,filled,access_key,"Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.12,stop,sell,266,266,13.1244,filled,access_key,"Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.12,stop,sell,298,298,13.1201,filled,access_key,"Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.12,stop,sell,320,320,13.1243,filled,access_key,"Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 8:01:00 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $460.83,stop,sell,11,11,460.8255,filled,access_key,"Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.13,stop,sell,268,268,13.1316,filled,access_key,"Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.13,stop,sell,239,239,13.1329,filled,access_key,"Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 8:00:23 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,253,253,13.155,filled,access_key,"Oct 29, 2025, 7:57:13 AM","Oct 29, 2025, 7:57:13 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,12,12,355.8048,filled,access_key,"Oct 29, 2025, 7:57:11 AM","Oct 29, 2025, 7:57:11 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,21,21,190.5473,filled,access_key,"Oct 29, 2025, 7:57:09 AM","Oct 29, 2025, 7:57:09 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,11,11,461.75,filled,access_key,"Oct 29, 2025, 7:57:07 AM","Oct 29, 2025, 7:57:07 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $190.43,stop,sell,22,22,190.4066,filled,access_key,"Oct 29, 2025, 7:55:02 AM","Oct 29, 2025, 7:55:02 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $355.53,stop,sell,13,13,355.44,filled,access_key,"Oct 29, 2025, 7:53:44 AM","Oct 29, 2025, 7:53:44 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $355.92,stop,sell,14,14,355.7151,filled,access_key,"Oct 29, 2025, 7:52:24 AM","Oct 29, 2025, 7:52:24 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,266,266,13.1477,filled,access_key,"Oct 29, 2025, 7:48:55 AM","Oct 29, 2025, 7:48:55 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,13,13,356.245,filled,access_key,"Oct 29, 2025, 7:48:53 AM","Oct 29, 2025, 7:48:53 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,22,22,190.8316,filled,access_key,"Oct 29, 2025, 7:48:50 AM","Oct 29, 2025, 7:48:50 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,11,11,460.385,filled,access_key,"Oct 29, 2025, 7:48:48 AM","Oct 29, 2025, 7:48:48 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $459.55,stop,sell,13,13,459.5562,filled,access_key,"Oct 29, 2025, 7:47:19 AM","Oct 29, 2025, 7:47:19 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $190.54,stop,sell,24,24,190.5213,filled,access_key,"Oct 29, 2025, 7:42:32 AM","Oct 29, 2025, 7:42:32 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,298,298,13.155,filled,access_key,"Oct 29, 2025, 7:40:38 AM","Oct 29, 2025, 7:40:38 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,14,14,356.635,filled,access_key,"Oct 29, 2025, 7:40:36 AM","Oct 29, 2025, 7:40:36 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,24,24,190.87,filled,access_key,"Oct 29, 2025, 7:40:34 AM","Oct 29, 2025, 7:40:34 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,13,13,460.4471,filled,access_key,"Oct 29, 2025, 7:40:32 AM","Oct 29, 2025, 7:40:32 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $460.94,stop,sell,10,10,460.925,filled,access_key,"Oct 29, 2025, 7:37:21 AM","Oct 29, 2025, 7:37:21 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $461.02,stop,sell,11,11,461.0429,filled,access_key,"Oct 29, 2025, 7:36:42 AM","Oct 29, 2025, 7:36:42 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $356.92,stop,sell,12,12,356.9623,filled,access_key,"Oct 29, 2025, 7:35:24 AM","Oct 29, 2025, 7:35:24 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $461.62,stop,sell,12,12,461.62,filled,access_key,"Oct 29, 2025, 7:32:31 AM","Oct 29, 2025, 7:32:31 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,239,239,13.157,filled,access_key,"Oct 29, 2025, 7:32:24 AM","Oct 29, 2025, 7:32:24 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,12,12,357.6744,filled,access_key,"Oct 29, 2025, 7:32:22 AM","Oct 29, 2025, 7:32:22 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Limit @ $191.20,limit,sell,20,20,191.2,filled,access_key,"Oct 29, 2025, 7:32:20 AM","Oct 29, 2025, 7:34:52 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,20,20,190.2101,filled,access_key,"Oct 29, 2025, 7:32:20 AM","Oct 29, 2025, 7:32:20 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,10,10,461.8671,filled,access_key,"Oct 29, 2025, 7:32:13 AM","Oct 29, 2025, 7:32:13 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $357.34,stop,sell,13,13,357.2816,filled,access_key,"Oct 29, 2025, 7:26:06 AM","Oct 29, 2025, 7:26:06 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $357.83,stop,sell,14,14,357.7814,filled,access_key,"Oct 29, 2025, 7:25:25 AM","Oct 29, 2025, 7:25:25 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,268,268,13.1584,filled,access_key,"Oct 29, 2025, 7:24:02 AM","Oct 29, 2025, 7:24:02 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,13,13,358.1077,filled,access_key,"Oct 29, 2025, 7:24:00 AM","Oct 29, 2025, 7:24:00 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Limit @ $190.94,limit,sell,22,22,190.94,filled,access_key,"Oct 29, 2025, 7:23:58 AM","Oct 29, 2025, 7:33:58 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,22,22,190.0102,filled,access_key,"Oct 29, 2025, 7:23:58 AM","Oct 29, 2025, 7:23:58 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,11,11,462.4004,filled,access_key,"Oct 29, 2025, 7:23:56 AM","Oct 29, 2025, 7:23:56 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,293,293,13.1484,filled,access_key,"Oct 29, 2025, 7:15:41 AM","Oct 29, 2025, 7:15:41 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,14,14,358.47,filled,access_key,"Oct 29, 2025, 7:15:39 AM","Oct 29, 2025, 7:15:39 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Limit @ $190.79,limit,sell,24,24,190.79,filled,access_key,"Oct 29, 2025, 7:15:37 AM","Oct 29, 2025, 7:33:53 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,24,24,189.8899,filled,access_key,"Oct 29, 2025, 7:15:37 AM","Oct 29, 2025, 7:15:37 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,12,12,462.5486,filled,access_key,"Oct 29, 2025, 7:15:33 AM","Oct 29, 2025, 7:15:33 AM","Oct 29, 2025, 9:00:00 AM"
F,Stop @ $13.13,stop,sell,310,310,13.1301,filled,access_key,"Oct 29, 2025, 7:08:03 AM","Oct 29, 2025, 7:08:03 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,320,320,13.1473,filled,access_key,"Oct 29, 2025, 7:07:40 AM","Oct 29, 2025, 7:07:40 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Limit @ $359.05,limit,sell,16,16,359.05,filled,access_key,"Oct 29, 2025, 7:07:38 AM","Oct 29, 2025, 7:16:28 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,16,16,357.3013,filled,access_key,"Oct 29, 2025, 7:07:38 AM","Oct 29, 2025, 7:07:38 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Limit @ $189.87,limit,sell,27,27,189.87,filled,access_key,"Oct 29, 2025, 7:07:36 AM","Oct 29, 2025, 7:15:09 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,27,27,188.9369,filled,access_key,"Oct 29, 2025, 7:07:36 AM","Oct 29, 2025, 7:07:36 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Limit @ $463.61,limit,sell,14,14,463.61,filled,access_key,"Oct 29, 2025, 7:07:34 AM","Oct 29, 2025, 7:18:37 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,14,14,461.29,filled,access_key,"Oct 29, 2025, 7:07:34 AM","Oct 29, 2025, 7:07:34 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $356.89,stop,sell,17,17,356.8676,filled,access_key,"Oct 29, 2025, 7:02:01 AM","Oct 29, 2025, 7:02:01 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $356.98,stop,sell,14,14,356.8052,filled,access_key,"Oct 29, 2025, 7:02:01 AM","Oct 29, 2025, 7:02:01 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $357.11,stop,sell,13,13,357.0493,filled,access_key,"Oct 29, 2025, 7:01:33 AM","Oct 29, 2025, 7:01:34 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Stop @ $357.17,stop,sell,15,15,357.02,filled,access_key,"Oct 29, 2025, 7:01:33 AM","Oct 29, 2025, 7:01:34 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $188.69,stop,sell,23,23,188.66,filled,access_key,"Oct 29, 2025, 7:00:50 AM","Oct 29, 2025, 7:00:50 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $459.88,stop,sell,12,12,459.8851,filled,access_key,"Oct 29, 2025, 7:00:28 AM","Oct 29, 2025, 7:00:28 AM","Oct 29, 2025, 9:00:00 AM"
F,Market,market,buy,277,277,13.145,filled,access_key,"Oct 29, 2025, 6:59:48 AM","Oct 29, 2025, 6:59:48 AM","Oct 29, 2025, 9:00:00 AM"
COIN,Market,market,buy,13,13,357.6874,filled,access_key,"Oct 29, 2025, 6:59:46 AM","Oct 29, 2025, 6:59:46 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Market,market,buy,23,23,189.09,filled,access_key,"Oct 29, 2025, 6:59:44 AM","Oct 29, 2025, 6:59:44 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Market,market,buy,12,12,460.76,filled,access_key,"Oct 29, 2025, 6:59:42 AM","Oct 29, 2025, 6:59:42 AM","Oct 29, 2025, 9:00:00 AM"
PLTR,Stop @ $188.71,stop,sell,26,26,188.6931,filled,access_key,"Oct 29, 2025, 6:56:56 AM","Oct 29, 2025, 6:56:56 AM","Oct 29, 2025, 9:00:00 AM"
TSLA,Stop @ $461.91,stop,sell,13,13,461.8769,filled,access_key,"Oct 29, 2025, 6:53:40 AM","Oct 29, 2025, 6:53:40 AM","Oct 29, 2025, 9:00:00 AM"
